Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity Sold,Cost Price,Sales,Profit,Payment Mode,Delivery Status,Shipment Mode,Discount,Return Status,Auto Reorder,Reorder Quantity
ORD1494,20-08-2025,17-01-2024,CUST269,Stephen Green,Corporate,PROD9472,Bookshelf,Office Supplies,North,Maharashtra,Delhi,33,8941.89,15715.18,6773.29,Credit Card,Pending,Standard Class,18,Returned,No,32
ORD1495,07-03-2024,23-12-2024,CUST140,Sophia Lee,Home Office,PROD7160,Chair,Furniture,East,Maharashtra,Chennai,15,1644.72,2814.81,1170.09,UPI,Delivered,Same Day,27,No Return,Yes,48
ORD1496,18-11-2024,20-01-2025,CUST182,Monica Johnson,Home Office,PROD2849,Chair,Technology,East,Karnataka,Chennai,11,1576.13,2546.01,969.88,Credit Card,Cancelled,First Class,11,Returned,Yes,18
ORD1497,03-02-2025,17-01-2025,CUST241,John Brown,Consumer,PROD8436,Chair,Furniture,West,Tamil Nadu,Delhi,34,10852.02,17785.95,6933.93,UPI,Delivered,Standard Class,10,Returned,No,1
ORD1498,25-08-2025,13-12-2024,CUST864,David Smith,Corporate,PROD6036,Laptop,Office Supplies,East,Delhi,Lucknow,24,7991.77,13541.48,5549.71,Credit Card,Delivered,Second Class,19,No Return,Yes,9
ORD1499,30-04-2024,08-09-2024,CUST274,Amy Lee,Corporate,PROD4963,Laptop,Furniture,North,Punjab,Lucknow,18,10237.88,12631.65,2393.77,Cash,Delivered,Second Class,18,No Return,Yes,15
ORD1500,13-10-2025,17-08-2025,CUST518,John Lee,Home Office,PROD1444,Pen Set,Furniture,North,Punjab,Bangalore,16,18742.08,32935.05,14192.97,UPI,Cancelled,Same Day,9,No Return,Yes,36
ORD1501,29-06-2024,22-07-2025,CUST941,Monica Johnson,Consumer,PROD4251,Laptop,Office Supplies,North,Delhi,Lucknow,49,17352.52,25711.67,8359.15,UPI,Cancelled,First Class,10,Returned,No,49
ORD1502,09-06-2024,18-08-2025,CUST618,Stephen Lee,Home Office,PROD8114,Pen Set,Furniture,West,Tamil Nadu,Lucknow,33,5451.69,9229.84,3778.15,Debit Card,Delivered,Same Day,7,No Return,Yes,30
ORD1503,29-12-2024,06-12-2024,CUST238,Monica Dunn,Home Office,PROD2647,Bookshelf,Office Supplies,East,Delhi,Mumbai,21,1784.76,2115.37,330.61,Credit Card,Cancelled,Same Day,26,Returned,Yes,1
ORD1504,23-01-2025,12-10-2024,CUST785,Amy Smith,Home Office,PROD5686,Laptop,Technology,West,Maharashtra,Mumbai,6,694.68,822.79,128.11,Debit Card,Pending,Same Day,25,Returned,Yes,48
ORD1505,31-08-2024,20-09-2025,CUST737,Amy Green,Home Office,PROD4022,Pen Set,Furniture,North,UP,Mumbai,21,11455.02,15746.96,4291.94,Net Banking,Pending,Same Day,19,Returned,No,39
ORD1506,03-11-2024,27-07-2025,CUST471,John Green,Corporate,PROD9022,Bookshelf,Furniture,West,UP,Bangalore,27,556.03,983.64,427.61,UPI,Pending,First Class,2,Returned,Yes,14
ORD1507,14-03-2025,10-01-2024,CUST456,Chris Green,Consumer,PROD4848,Pen Set,Furniture,North,Punjab,Mumbai,35,9605.94,13365.73,3759.79,Cash,Cancelled,Standard Class,24,No Return,No,21
ORD1508,29-10-2025,20-04-2025,CUST258,Emma Green,Corporate,PROD6512,Desk,Furniture,North,UP,Mumbai,39,13031.09,21313.88,8282.79,UPI,Cancelled,First Class,10,Returned,No,3
ORD1509,31-01-2025,17-02-2024,CUST360,Amy Brown,Home Office,PROD6745,Bookshelf,Office Supplies,East,Maharashtra,Lucknow,30,14777.56,22646.38,7868.82,Debit Card,Delivered,Second Class,3,No Return,Yes,29
ORD1510,05-01-2025,11-11-2025,CUST154,John Dunn,Home Office,PROD8518,Calculator,Technology,South,Karnataka,Lucknow,12,9928.67,15727.18,5798.51,Cash,Delivered,Second Class,12,No Return,No,19
ORD1511,31-08-2025,02-01-2025,CUST248,Emma Green,Home Office,PROD6640,Printer,Furniture,North,Tamil Nadu,Bangalore,26,7599.61,11968.28,4368.67,Net Banking,Pending,Same Day,14,Returned,Yes,33
ORD1512,15-05-2025,04-11-2025,CUST501,Monica Lee,Home Office,PROD2885,Pen Set,Technology,North,Karnataka,Amritsar,16,2472.56,3302.22,829.66,UPI,Cancelled,Same Day,4,Returned,No,14
ORD1513,30-06-2025,08-02-2025,CUST509,Emma Dunn,Consumer,PROD1872,Calculator,Office Supplies,East,Maharashtra,Mumbai,25,10556.36,17365.93,6809.57,Debit Card,Cancelled,Same Day,27,No Return,No,9
ORD1514,13-06-2025,16-02-2024,CUST945,Monica Johnson,Consumer,PROD8612,Bookshelf,Office Supplies,North,Tamil Nadu,Mumbai,22,2706.36,3172.25,465.89,Cash,Pending,Second Class,8,Returned,No,23
ORD1515,14-08-2024,27-10-2025,CUST865,Monica Johnson,Consumer,PROD3674,Calculator,Technology,East,UP,Mumbai,9,12567.21,18715.58,6148.37,Debit Card,Cancelled,Same Day,16,Returned,Yes,26
ORD1516,08-04-2025,18-04-2025,CUST779,Monica Smith,Consumer,PROD1736,Bookshelf,Technology,North,UP,Lucknow,36,18503.97,26580.06,8076.09,Net Banking,Cancelled,First Class,1,No Return,Yes,14
ORD1517,05-06-2024,21-04-2024,CUST518,Emma Smith,Corporate,PROD9343,Desk,Technology,North,Maharashtra,Mumbai,22,6619.63,11245.39,4625.76,Net Banking,Delivered,First Class,18,Returned,Yes,38
ORD1518,06-02-2025,20-05-2025,CUST651,David Brown,Consumer,PROD3730,Desk,Office Supplies,East,Maharashtra,Bangalore,4,19494.19,27093.97,7599.78,Credit Card,Delivered,Same Day,18,Returned,No,4
ORD1519,18-06-2024,19-02-2025,CUST247,Stephen Smith,Home Office,PROD1781,Calculator,Office Supplies,West,Punjab,Mumbai,3,18118.77,31665.02,13546.25,Credit Card,Pending,Same Day,0,Returned,Yes,23
ORD1520,21-07-2025,04-09-2025,CUST725,Amy Dunn,Consumer,PROD8774,Laptop,Furniture,North,Tamil Nadu,Amritsar,22,2948.07,4455.64,1507.57,Net Banking,Delivered,Same Day,7,Returned,No,7
ORD1521,04-01-2024,30-10-2025,CUST325,Emma Smith,Corporate,PROD9866,Pen Set,Office Supplies,South,Maharashtra,Mumbai,22,10124.66,15625.0,5500.34,Cash,Cancelled,First Class,26,Returned,No,27
ORD1522,07-02-2025,22-10-2024,CUST151,David Brown,Consumer,PROD4258,Desk,Furniture,South,Karnataka,Bangalore,13,5068.95,6439.99,1371.04,Debit Card,Cancelled,Same Day,9,No Return,Yes,40
ORD1523,12-07-2025,05-08-2024,CUST779,David Johnson,Home Office,PROD1064,Laptop,Furniture,East,Tamil Nadu,Chennai,27,18176.72,25729.19,7552.47,Net Banking,Cancelled,Second Class,6,No Return,Yes,27
ORD1524,07-10-2025,15-07-2024,CUST516,Amy Green,Consumer,PROD9010,Desk,Furniture,East,Karnataka,Bangalore,35,5086.1,6658.99,1572.89,Cash,Delivered,Same Day,9,Returned,No,38
ORD1525,07-02-2024,04-01-2024,CUST573,Sophia Brown,Consumer,PROD4271,Pen Set,Furniture,East,Maharashtra,Mumbai,23,16113.82,20453.61,4339.79,Credit Card,Pending,Same Day,26,No Return,Yes,16
ORD1526,01-08-2025,02-06-2024,CUST792,Monica Johnson,Consumer,PROD3683,Calculator,Furniture,South,Maharashtra,Bangalore,15,4687.97,6217.11,1529.14,Debit Card,Delivered,Standard Class,24,No Return,No,9
ORD1527,27-08-2025,29-07-2024,CUST214,Sophia Dunn,Corporate,PROD9004,Calculator,Furniture,North,Punjab,Amritsar,16,18242.53,21143.85,2901.32,Net Banking,Delivered,Same Day,29,No Return,No,7
ORD1528,10-11-2024,10-03-2024,CUST153,Stephen Smith,Corporate,PROD3315,Calculator,Office Supplies,North,UP,Mumbai,24,7723.52,9537.6,1814.08,Credit Card,Pending,Same Day,0,No Return,No,33
ORD1529,08-05-2024,05-03-2024,CUST281,Monica Green,Home Office,PROD3130,Printer,Office Supplies,South,Punjab,Bangalore,6,1221.44,1697.02,475.58,UPI,Cancelled,Second Class,21,No Return,Yes,12
ORD1530,08-03-2025,27-03-2025,CUST430,Monica Dunn,Consumer,PROD9625,Pen Set,Technology,West,Karnataka,Chennai,18,4722.42,7803.83,3081.41,Cash,Cancelled,Same Day,9,No Return,No,24
ORD1531,26-07-2024,01-02-2024,CUST164,Emma Lee,Home Office,PROD4397,Desk,Technology,West,UP,Chennai,14,16105.27,21984.94,5879.67,Credit Card,Pending,Standard Class,26,Returned,Yes,46
ORD1532,17-01-2025,24-02-2025,CUST312,Stephen Smith,Consumer,PROD6364,Chair,Office Supplies,West,Karnataka,Amritsar,29,3287.0,5098.16,1811.16,UPI,Delivered,First Class,25,No Return,Yes,31
ORD1533,21-04-2025,02-11-2024,CUST678,Monica Green,Consumer,PROD8799,Chair,Office Supplies,South,Maharashtra,Delhi,48,16970.79,20468.8,3498.01,UPI,Pending,Standard Class,5,No Return,No,10
ORD1534,29-08-2024,01-01-2024,CUST155,John Smith,Consumer,PROD2290,Desk,Furniture,West,Delhi,Amritsar,12,18930.57,29756.81,10826.24,UPI,Delivered,First Class,7,Returned,Yes,31
ORD1535,04-11-2024,19-10-2025,CUST660,Amy Green,Consumer,PROD9924,Pen Set,Office Supplies,South,Delhi,Lucknow,14,17279.22,23487.54,6208.32,Net Banking,Cancelled,First Class,16,Returned,Yes,10
ORD1536,08-09-2024,18-01-2024,CUST558,David Johnson,Consumer,PROD8586,Desk,Technology,West,Punjab,Chennai,25,11303.5,13098.23,1794.73,Debit Card,Delivered,First Class,0,Returned,No,11
ORD1537,04-02-2025,14-05-2025,CUST861,Emma Smith,Corporate,PROD8656,Laptop,Office Supplies,East,Karnataka,Amritsar,14,249.92,278.44,28.52,UPI,Delivered,Second Class,12,Returned,Yes,32
ORD1538,17-05-2025,06-02-2024,CUST533,Chris Lee,Consumer,PROD7642,Printer,Furniture,West,Karnataka,Mumbai,33,4104.13,6853.84,2749.71,Cash,Cancelled,First Class,11,No Return,Yes,26
ORD1539,18-06-2024,07-08-2024,CUST733,Emma Johnson,Corporate,PROD6955,Laptop,Office Supplies,South,Maharashtra,Mumbai,2,5682.92,8562.0,2879.08,Debit Card,Delivered,First Class,11,Returned,No,29
ORD1540,30-09-2025,16-04-2025,CUST442,Sophia Dunn,Home Office,PROD1109,Calculator,Office Supplies,North,Maharashtra,Amritsar,48,2385.87,3530.73,1144.86,Debit Card,Delivered,Same Day,20,Returned,No,10
ORD1541,13-09-2025,29-07-2024,CUST654,Stephen Lee,Home Office,PROD1158,Laptop,Office Supplies,North,Tamil Nadu,Mumbai,8,693.87,1149.97,456.1,Credit Card,Delivered,Standard Class,15,Returned,No,36
ORD1542,26-04-2024,23-08-2024,CUST215,David Brown,Home Office,PROD3637,Desk,Furniture,North,Tamil Nadu,Delhi,42,9134.21,12747.83,3613.62,UPI,Cancelled,Standard Class,25,Returned,Yes,33
ORD1543,04-07-2024,19-06-2024,CUST842,Sophia Smith,Home Office,PROD3217,Desk,Furniture,West,UP,Chennai,48,8291.0,10747.51,2456.51,Debit Card,Delivered,First Class,4,No Return,Yes,28
ORD1544,18-08-2025,18-05-2024,CUST431,John Lee,Home Office,PROD9909,Desk,Furniture,East,UP,Lucknow,24,11852.31,14035.08,2182.77,Net Banking,Pending,Standard Class,23,Returned,No,2
ORD1545,25-07-2025,02-12-2025,CUST493,David Green,Consumer,PROD1139,Pen Set,Technology,North,Maharashtra,Chennai,6,2330.85,2626.98,296.13,Debit Card,Delivered,Second Class,22,Returned,Yes,25
ORD1546,06-04-2024,18-05-2024,CUST637,Monica Lee,Consumer,PROD1907,Bookshelf,Furniture,East,Punjab,Lucknow,34,17363.04,21375.15,4012.11,Net Banking,Pending,First Class,18,No Return,Yes,40
ORD1547,26-11-2025,07-09-2024,CUST387,John Smith,Consumer,PROD6035,Printer,Technology,South,Punjab,Mumbai,46,18455.26,26140.89,7685.63,Net Banking,Cancelled,Standard Class,17,No Return,No,44
ORD1548,16-12-2024,24-09-2024,CUST654,David Green,Consumer,PROD4139,Desk,Office Supplies,West,Karnataka,Chennai,25,11302.1,14445.19,3143.09,Net Banking,Delivered,Standard Class,20,No Return,No,9
ORD1549,13-10-2024,09-04-2025,CUST943,Emma Johnson,Home Office,PROD2183,Desk,Technology,West,Karnataka,Amritsar,18,2795.72,3412.97,617.25,Debit Card,Delivered,Standard Class,2,No Return,No,5
ORD1550,24-10-2025,05-08-2024,CUST968,John Dunn,Home Office,PROD8321,Printer,Technology,West,Karnataka,Chennai,21,13759.97,19801.48,6041.51,Net Banking,Pending,First Class,22,Returned,No,10
ORD1551,11-06-2025,03-10-2024,CUST762,Stephen Dunn,Home Office,PROD6942,Laptop,Office Supplies,West,Delhi,Lucknow,19,14249.81,22495.21,8245.4,Debit Card,Delivered,First Class,26,Returned,Yes,3
ORD1552,08-03-2024,24-05-2024,CUST553,Emma Lee,Consumer,PROD5521,Printer,Office Supplies,South,UP,Chennai,17,2571.9,4180.94,1609.04,Debit Card,Pending,First Class,29,No Return,Yes,44
ORD1553,30-10-2025,09-04-2025,CUST913,Amy Green,Consumer,PROD2946,Laptop,Office Supplies,South,Tamil Nadu,Mumbai,14,1133.13,1832.24,699.11,Debit Card,Delivered,Same Day,8,Returned,No,36
ORD1554,19-06-2024,01-04-2025,CUST215,John Smith,Corporate,PROD7923,Chair,Furniture,South,Tamil Nadu,Lucknow,19,14351.94,21330.41,6978.47,Credit Card,Cancelled,Second Class,12,No Return,Yes,31
ORD1555,14-12-2024,22-05-2025,CUST534,Chris Green,Consumer,PROD4103,Bookshelf,Office Supplies,East,Maharashtra,Amritsar,25,3175.45,4319.73,1144.28,Credit Card,Pending,Second Class,5,No Return,Yes,48
ORD1556,06-02-2025,25-12-2024,CUST247,Monica Dunn,Home Office,PROD8925,Pen Set,Technology,North,Delhi,Chennai,4,12551.42,18666.8,6115.38,UPI,Pending,Standard Class,9,No Return,Yes,27
ORD1557,10-02-2025,09-04-2025,CUST214,Monica Lee,Home Office,PROD1491,Chair,Technology,North,Tamil Nadu,Bangalore,1,1516.65,1945.0,428.35,Debit Card,Delivered,First Class,11,Returned,Yes,40
ORD1558,22-03-2024,20-11-2025,CUST672,Monica Brown,Corporate,PROD7139,Calculator,Furniture,South,Punjab,Chennai,22,432.26,668.85,236.59,Net Banking,Delivered,Standard Class,5,No Return,Yes,45
ORD1559,27-08-2024,23-10-2024,CUST596,Chris Johnson,Corporate,PROD4772,Laptop,Furniture,South,Maharashtra,Lucknow,3,17276.25,23831.38,6555.13,Cash,Cancelled,Same Day,24,No Return,No,29
ORD1560,11-01-2025,18-12-2025,CUST873,David Brown,Consumer,PROD3739,Chair,Office Supplies,West,Delhi,Chennai,22,7475.91,12719.45,5243.54,Debit Card,Delivered,Second Class,7,No Return,Yes,11
ORD1561,08-08-2024,25-01-2025,CUST281,Sophia Johnson,Consumer,PROD8456,Chair,Technology,West,Karnataka,Amritsar,18,14834.77,23532.29,8697.52,Debit Card,Pending,First Class,2,No Return,Yes,8
ORD1562,21-03-2025,21-01-2025,CUST658,Chris Johnson,Corporate,PROD8741,Calculator,Office Supplies,East,Maharashtra,Bangalore,31,7001.06,9891.71,2890.65,Credit Card,Cancelled,Same Day,22,Returned,Yes,44
ORD1563,16-02-2025,28-03-2024,CUST520,Amy Lee,Home Office,PROD4922,Chair,Office Supplies,West,Delhi,Amritsar,3,12056.47,19626.9,7570.43,UPI,Delivered,Same Day,3,No Return,Yes,44
ORD1564,02-08-2024,03-05-2024,CUST254,Sophia Dunn,Consumer,PROD3889,Laptop,Technology,South,Karnataka,Amritsar,14,10552.7,15631.72,5079.02,UPI,Cancelled,Standard Class,12,No Return,No,9
ORD1565,20-11-2024,11-12-2024,CUST241,Emma Johnson,Home Office,PROD6278,Desk,Furniture,South,Tamil Nadu,Bangalore,31,7249.39,11256.77,4007.38,UPI,Cancelled,Standard Class,25,Returned,Yes,28
ORD1566,24-12-2024,06-10-2025,CUST375,Stephen Dunn,Home Office,PROD3514,Chair,Office Supplies,West,UP,Mumbai,2,15682.1,23960.5,8278.4,Cash,Pending,Second Class,28,No Return,No,30
ORD1567,05-09-2024,11-10-2024,CUST891,Monica Green,Consumer,PROD5019,Pen Set,Technology,East,Punjab,Chennai,49,13039.24,21297.36,8258.12,UPI,Pending,Standard Class,19,No Return,Yes,13
ORD1568,30-10-2025,12-12-2025,CUST850,Chris Johnson,Consumer,PROD7921,Pen Set,Furniture,West,Punjab,Amritsar,47,921.61,1445.68,524.07,Net Banking,Delivered,Standard Class,9,Returned,No,34
ORD1569,17-07-2024,06-09-2025,CUST254,Chris Brown,Home Office,PROD1837,Desk,Technology,West,Karnataka,Chennai,9,1502.61,1821.27,318.66,UPI,Cancelled,Standard Class,0,Returned,No,33
ORD1570,15-09-2025,27-02-2025,CUST942,Stephen Green,Corporate,PROD9028,Bookshelf,Technology,North,Maharashtra,Chennai,40,10378.52,14282.39,3903.87,Cash,Cancelled,Second Class,2,Returned,No,0
ORD1571,19-08-2024,18-02-2024,CUST900,Chris Green,Consumer,PROD3662,Printer,Furniture,East,Delhi,Chennai,7,15348.49,22759.63,7411.14,Cash,Delivered,Same Day,26,No Return,No,31
ORD1572,19-04-2024,24-05-2024,CUST853,Chris Lee,Home Office,PROD3266,Bookshelf,Office Supplies,North,Delhi,Amritsar,25,1797.88,2236.24,438.36,Debit Card,Pending,First Class,18,No Return,Yes,6
ORD1573,12-04-2025,16-03-2024,CUST749,David Dunn,Home Office,PROD8428,Desk,Office Supplies,South,Maharashtra,Amritsar,13,11399.58,14894.64,3495.06,UPI,Pending,Same Day,9,No Return,Yes,37
ORD1574,09-03-2025,20-10-2025,CUST505,Sophia Green,Home Office,PROD8286,Laptop,Furniture,West,Tamil Nadu,Lucknow,5,11677.78,17617.84,5940.06,Debit Card,Cancelled,Second Class,10,No Return,No,15
ORD1575,29-09-2025,14-08-2025,CUST888,David Smith,Consumer,PROD2921,Printer,Furniture,East,UP,Bangalore,2,18557.31,31309.75,12752.44,UPI,Delivered,Standard Class,2,Returned,Yes,21
ORD1576,28-09-2024,05-08-2024,CUST737,Amy Brown,Corporate,PROD2086,Printer,Technology,East,Tamil Nadu,Delhi,19,17997.86,27287.25,9289.39,Cash,Pending,Standard Class,2,No Return,Yes,4
ORD1577,21-08-2025,29-07-2025,CUST565,Stephen Green,Home Office,PROD8786,Printer,Office Supplies,East,Karnataka,Delhi,28,17591.73,19854.26,2262.53,Credit Card,Cancelled,Same Day,3,Returned,No,34
ORD1578,02-12-2025,02-01-2024,CUST814,John Brown,Consumer,PROD2724,Bookshelf,Furniture,East,Maharashtra,Lucknow,29,4104.56,5270.77,1166.21,Cash,Cancelled,Standard Class,16,No Return,Yes,32
ORD1579,22-07-2024,09-11-2025,CUST478,Monica Brown,Consumer,PROD8484,Pen Set,Office Supplies,West,Punjab,Mumbai,12,19719.89,31476.38,11756.49,Net Banking,Pending,Second Class,28,Returned,Yes,8
ORD1580,11-08-2025,20-06-2024,CUST246,Stephen Lee,Consumer,PROD9441,Calculator,Technology,West,Maharashtra,Bangalore,40,7332.31,11062.94,3730.63,Cash,Pending,Same Day,6,No Return,No,17
ORD1581,22-05-2025,03-11-2025,CUST775,David Dunn,Consumer,PROD3934,Desk,Furniture,West,Tamil Nadu,Mumbai,35,14907.96,16879.92,1971.96,UPI,Delivered,Second Class,23,No Return,No,23
ORD1582,09-11-2025,29-07-2025,CUST956,Emma Dunn,Home Office,PROD6511,Calculator,Technology,East,Karnataka,Mumbai,2,4805.26,5495.19,689.93,UPI,Delivered,Second Class,11,No Return,No,43
ORD1583,31-12-2024,05-06-2024,CUST128,Monica Dunn,Consumer,PROD5335,Calculator,Office Supplies,West,Punjab,Amritsar,28,13055.43,14808.49,1753.06,Debit Card,Delivered,Same Day,11,Returned,No,22
ORD1584,30-05-2025,21-05-2025,CUST716,David Lee,Home Office,PROD7371,Bookshelf,Furniture,East,Tamil Nadu,Amritsar,2,14281.25,22343.22,8061.97,Net Banking,Delivered,Second Class,27,Returned,No,42
ORD1585,05-01-2024,26-07-2025,CUST494,Emma Smith,Home Office,PROD3496,Chair,Technology,South,Maharashtra,Delhi,22,3413.4,5266.06,1852.66,Cash,Cancelled,First Class,27,Returned,No,8
ORD1586,03-03-2025,19-04-2025,CUST140,Stephen Dunn,Home Office,PROD7683,Chair,Office Supplies,North,Punjab,Amritsar,29,575.78,733.82,158.04,Net Banking,Cancelled,First Class,1,No Return,No,14
ORD1587,15-05-2025,21-08-2024,CUST323,John Green,Corporate,PROD1271,Bookshelf,Technology,West,Delhi,Amritsar,6,1014.18,1458.72,444.54,Cash,Cancelled,Standard Class,2,Returned,No,44
ORD1588,04-12-2024,02-11-2025,CUST286,Amy Lee,Corporate,PROD7796,Chair,Technology,South,Punjab,Amritsar,13,1249.52,1914.38,664.86,UPI,Pending,Second Class,26,No Return,No,46
ORD1589,01-06-2025,17-01-2025,CUST253,John Smith,Corporate,PROD4574,Pen Set,Furniture,South,Delhi,Delhi,16,14413.12,25264.78,10851.66,Net Banking,Pending,First Class,2,Returned,No,18
ORD1590,22-10-2025,04-03-2025,CUST739,Monica Smith,Consumer,PROD9936,Calculator,Office Supplies,North,UP,Lucknow,17,15822.17,24488.12,8665.95,UPI,Delivered,Second Class,11,No Return,Yes,48
ORD1591,22-10-2025,25-09-2025,CUST435,Monica Green,Home Office,PROD3576,Bookshelf,Office Supplies,East,UP,Mumbai,35,18293.88,22721.55,4427.67,Credit Card,Pending,Standard Class,1,Returned,No,40
ORD1592,02-05-2025,16-12-2024,CUST831,David Green,Consumer,PROD8455,Bookshelf,Furniture,West,Maharashtra,Chennai,15,10244.99,14309.27,4064.28,Credit Card,Cancelled,Standard Class,24,No Return,Yes,41
ORD1593,20-09-2025,30-11-2025,CUST344,Sophia Johnson,Consumer,PROD8907,Chair,Furniture,West,Delhi,Delhi,22,11352.38,14721.54,3369.16,UPI,Delivered,First Class,3,Returned,Yes,22
ORD1594,26-08-2024,26-07-2024,CUST402,Stephen Lee,Corporate,PROD3172,Calculator,Furniture,East,Delhi,Lucknow,2,3051.93,3875.89,823.96,Cash,Delivered,Standard Class,22,No Return,No,36
ORD1595,24-10-2025,14-07-2025,CUST378,Monica Dunn,Corporate,PROD7132,Bookshelf,Technology,West,UP,Mumbai,34,4531.82,6219.51,1687.69,Cash,Cancelled,First Class,1,Returned,Yes,7
ORD1596,06-07-2025,30-12-2025,CUST265,John Lee,Consumer,PROD6969,Chair,Furniture,North,Delhi,Bangalore,42,17870.17,29722.25,11852.08,Credit Card,Pending,First Class,10,Returned,Yes,33
ORD1597,17-06-2024,17-11-2025,CUST516,John Brown,Home Office,PROD1039,Printer,Technology,South,Punjab,Delhi,41,14345.41,25296.33,10950.92,Cash,Pending,First Class,28,Returned,No,26
ORD1598,12-06-2024,25-11-2025,CUST144,Stephen Johnson,Home Office,PROD5546,Bookshelf,Furniture,North,UP,Chennai,26,17949.49,27014.19,9064.7,UPI,Cancelled,Same Day,25,Returned,Yes,6
ORD1599,09-11-2024,04-07-2024,CUST580,Chris Dunn,Corporate,PROD2459,Desk,Office Supplies,South,Delhi,Delhi,6,7697.9,9379.37,1681.47,Debit Card,Pending,First Class,7,No Return,No,2
ORD1600,11-09-2025,29-10-2025,CUST457,John Dunn,Consumer,PROD8814,Desk,Technology,West,Tamil Nadu,Chennai,41,2223.91,3719.21,1495.3,Net Banking,Cancelled,First Class,20,Returned,Yes,21
ORD1601,14-10-2025,20-09-2024,CUST946,Sophia Johnson,Corporate,PROD2118,Chair,Furniture,North,Punjab,Amritsar,16,658.14,1171.49,513.35,Cash,Delivered,Second Class,25,No Return,Yes,34
ORD1602,01-10-2024,19-04-2025,CUST412,Stephen Smith,Home Office,PROD5331,Bookshelf,Office Supplies,South,Tamil Nadu,Amritsar,19,4252.41,6971.14,2718.73,UPI,Delivered,First Class,13,No Return,No,34
ORD1603,04-09-2024,31-08-2025,CUST987,Stephen Smith,Corporate,PROD6379,Printer,Furniture,East,Karnataka,Mumbai,38,7312.33,10860.7,3548.37,Credit Card,Cancelled,Second Class,5,No Return,Yes,45
ORD1604,23-08-2025,24-11-2025,CUST188,Sophia Smith,Home Office,PROD8937,Bookshelf,Technology,West,Tamil Nadu,Amritsar,32,12495.7,15902.11,3406.41,Debit Card,Pending,Same Day,20,No Return,Yes,12
ORD1605,22-07-2024,22-04-2024,CUST294,Sophia Green,Consumer,PROD5646,Pen Set,Furniture,West,Punjab,Bangalore,15,11237.51,17521.87,6284.36,Net Banking,Pending,Standard Class,9,No Return,Yes,4
ORD1606,26-08-2024,21-08-2024,CUST461,Sophia Dunn,Consumer,PROD4915,Chair,Technology,North,Tamil Nadu,Bangalore,4,13108.34,22235.43,9127.09,Cash,Delivered,Standard Class,0,No Return,Yes,22
ORD1607,28-02-2025,08-06-2024,CUST792,Sophia Green,Consumer,PROD1397,Chair,Technology,East,Karnataka,Delhi,3,16415.8,28623.26,12207.46,UPI,Delivered,Standard Class,19,No Return,No,4
ORD1608,24-05-2024,24-11-2024,CUST771,Amy Johnson,Home Office,PROD5738,Chair,Office Supplies,West,Tamil Nadu,Chennai,12,1264.14,1590.08,325.94,UPI,Delivered,First Class,16,No Return,Yes,36
ORD1609,03-06-2025,28-09-2024,CUST314,Emma Green,Home Office,PROD9097,Pen Set,Technology,East,UP,Mumbai,5,567.95,736.35,168.4,Net Banking,Pending,Same Day,12,Returned,Yes,42
ORD1610,27-06-2024,24-03-2024,CUST502,Stephen Brown,Consumer,PROD9719,Calculator,Office Supplies,South,UP,Delhi,2,9821.41,12397.7,2576.29,UPI,Cancelled,First Class,11,No Return,No,34
ORD1611,20-06-2025,09-09-2025,CUST278,Sophia Dunn,Home Office,PROD8841,Printer,Technology,East,Maharashtra,Amritsar,45,2123.93,2930.15,806.22,Cash,Pending,First Class,13,Returned,Yes,12
ORD1612,18-12-2024,14-08-2025,CUST745,Sophia Brown,Consumer,PROD6325,Bookshelf,Technology,East,Punjab,Lucknow,17,2465.53,4210.89,1745.36,Credit Card,Cancelled,Second Class,12,Returned,Yes,18
ORD1613,20-03-2024,25-06-2024,CUST250,Monica Green,Corporate,PROD2765,Chair,Office Supplies,South,Punjab,Lucknow,28,10790.41,18000.77,7210.36,Net Banking,Cancelled,Second Class,17,No Return,Yes,37
ORD1614,05-12-2025,08-12-2025,CUST625,Monica Brown,Corporate,PROD5145,Bookshelf,Office Supplies,West,Punjab,Delhi,46,5687.92,8681.29,2993.37,Net Banking,Pending,Standard Class,17,No Return,Yes,16
ORD1615,26-10-2024,12-02-2025,CUST698,Sophia Brown,Home Office,PROD3324,Laptop,Furniture,West,UP,Bangalore,14,12508.73,16702.8,4194.07,Debit Card,Cancelled,Second Class,27,Returned,Yes,0
ORD1616,22-02-2025,16-10-2024,CUST634,Amy Smith,Consumer,PROD7375,Chair,Furniture,South,UP,Lucknow,48,19958.57,31339.56,11380.99,Debit Card,Cancelled,First Class,28,Returned,Yes,36
ORD1617,24-09-2025,02-05-2024,CUST860,Emma Lee,Consumer,PROD9419,Printer,Office Supplies,North,Delhi,Lucknow,31,6317.38,7639.53,1322.15,UPI,Delivered,Second Class,22,No Return,Yes,23
ORD1618,24-08-2025,06-02-2025,CUST717,David Dunn,Corporate,PROD1179,Pen Set,Office Supplies,South,Tamil Nadu,Bangalore,36,6119.54,8634.94,2515.4,Credit Card,Delivered,Standard Class,29,No Return,No,44
ORD1619,26-10-2024,17-02-2024,CUST867,Sophia Smith,Home Office,PROD2833,Desk,Office Supplies,South,Maharashtra,Delhi,24,15017.87,24291.77,9273.9,Cash,Pending,Second Class,23,No Return,No,8
